date,home_team,visitor_team,h1_total,h2_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h2_spread,q1_spread,q2_spread,q3_spread,q4_spread
2025-03-14,Miami Heat,Boston Celtics,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,3.75,3.75,1.875,1.875,1.875,1.875
2025-03-14,Philadelphia 76ers,Indiana Pacers,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,5.25,5.25,2.625,2.625,2.625,2.625
2025-03-14,Atlanta Hawks,Los Angeles Clippers,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,1.75,1.75,0.875,0.875,0.875,0.875
2025-03-15,Detroit Pistons,Oklahoma City Thunder,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-15,Brooklyn Nets,Boston Celtics,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,3.25,3.25,1.625,1.625,1.625,1.625
2025-03-16,Dallas Mavericks,Philadelphia 76ers,112.41682216812669,110.33819283761675,56.25855155463314,56.158270613493556,56.55280623399584,53.78538660362091,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2025-03-16,Cleveland Cavaliers,Orlando Magic,109.90751810187385,107.87528674749137,55.00278031457436,54.9047377872995,55.29046680912986,52.58481993836151,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2025-03-16,Los Angeles Lakers,Phoenix Suns,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0
2025-03-16,Brooklyn Nets,Atlanta Hawks,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,3.0,3.0,1.5,1.5,1.5,1.5
2025-03-16,Portland Trail Blazers,Toronto Raptors,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-03-16,Los Angeles Clippers,Charlotte Hornets,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-9.75,-9.75,-4.875,-4.875,-4.875,-4.875
2025-03-16,Minnesota Timberwolves,Utah Jazz,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
2025-03-17,New York Knicks,Miami Heat,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2025-03-18,Charlotte Hornets,Atlanta Hawks,118.69008233375875,116.49545806293018,59.39797965478007,59.29210267897869,59.708654796160786,56.7868032667694,4.75,4.75,2.375,2.375,2.375,2.375
2025-03-18,Boston Celtics,Brooklyn Nets,105.13984037599347,103.19576517625316,52.61681495846268,52.5230254175308,52.892021901884505,50.30374327436866,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
2025-03-19,Indiana Pacers,Dallas Mavericks,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2025-03-19,Miami Heat,Detroit Pistons,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,2.25,2.25,1.125,1.125,1.125,1.125
2025-03-19,Orlando Magic,Houston Rockets,104.8889099693682,102.94947456724063,52.49123783445681,52.397672134911396,52.765787959397905,50.183686607842716,1.25,1.25,0.625,0.625,0.625,0.625
2025-03-20,Charlotte Hornets,New York Knicks,102.63053630974065,100.73285908612779,51.36104371840391,51.26949259133675,51.62968247701853,49.10317660910926,0.75,0.75,0.375,0.375,0.375,0.375
2025-03-20,Indiana Pacers,Brooklyn Nets,101.62681468323952,99.74769665007764,50.8587352223804,50.76807946085913,51.124746707072134,48.62294994300551,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-03-21,Washington Wizards,Orlando Magic,108.40193566212216,106.39754309341615,54.24931757053909,54.15261809158307,54.533063154210275,51.86447993920587,3.5,3.5,1.75,1.75,1.75,1.75
2025-03-22,Indiana Pacers,Brooklyn Nets,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-03-22,Atlanta Hawks,Golden State Warriors,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-03-23,Houston Rockets,Denver Nuggets,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2025-03-23,Portland Trail Blazers,Boston Celtics,128.2254377855195,125.8545012054066,64.16991036700342,64.05552741851609,64.50554461065151,61.348956594755094,4.75,4.75,2.375,2.375,2.375,2.375
2025-03-23,Miami Heat,Charlotte Hornets,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-11.25,-11.25,-5.625,-5.625,-5.625,-5.625
2025-03-23,Atlanta Hawks,Philadelphia 76ers,124.71241209276553,122.40643267923107,62.41183063092113,62.300581461844416,62.738269415839135,59.66816326339194,-9.75,-9.75,-4.875,-4.875,-4.875,-4.875
2025-03-23,Utah Jazz,Cleveland Cavaliers,117.93729111388289,115.75658623589257,59.02124828276244,58.91604283112047,59.329952968700994,56.426633267191576,7.5,7.5,3.75,3.75,3.75,3.75
2025-03-23,Toronto Raptors,San Antonio Spurs,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2025-03-23,Detroit Pistons,New Orleans Pelicans,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
2025-03-24,Orlando Magic,Los Angeles Lakers,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,1.25,1.25,0.625,0.625,0.625,0.625
2025-03-24,Brooklyn Nets,Dallas Mavericks,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,0.5,0.5,0.25,0.25,0.25,0.25
2025-03-24,Washington Wizards,Toronto Raptors,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2025-03-24,Indiana Pacers,Minnesota Timberwolves,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2025-03-25,New York Knicks,Dallas Mavericks,118.18822152050818,116.0028768449051,59.146825406768315,59.04139611373988,59.456186911187594,56.546689933717516,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
2025-03-25,Miami Heat,Golden State Warriors,101.12495386998896,99.25511543205256,50.607580974368645,50.51737289562032,50.87227882209894,48.38283660995363,0.75,0.75,0.375,0.375,0.375,0.375
2025-03-25,Detroit Pistons,San Antonio Spurs,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,-8.75,-8.75,-4.375,-4.375,-4.375,-4.375
2025-03-25,Charlotte Hornets,Orlando Magic,105.64170118924405,103.68834639427824,52.86796920647444,52.77373198276961,53.1444897868577,50.54385660742054,2.5,2.5,1.25,1.25,1.25,1.25
2025-03-26,Indiana Pacers,Los Angeles Lakers,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2025-03-26,Brooklyn Nets,Toronto Raptors,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,1.25,1.25,0.625,0.625,0.625,0.625
2025-03-26,Philadelphia 76ers,Washington Wizards,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,2.75,2.75,1.375,1.375,1.375,1.375
2025-03-26,New York Knicks,Los Angeles Clippers,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-27,Orlando Magic,Dallas Mavericks,97.11006736398443,95.31446568785196,48.59834699027461,48.511720373709835,48.85253574231337,46.46192994553859,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-03-27,Washington Wizards,Indiana Pacers,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,5.25,5.25,2.625,2.625,2.625,2.625
2025-03-27,Miami Heat,Atlanta Hawks,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,2.25,2.25,1.125,1.125,1.125,1.125
2025-03-27,Cleveland Cavaliers,San Antonio Spurs,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-8.25,-8.25,-4.125,-4.125,-4.125,-4.125
2025-03-28,Detroit Pistons,Cleveland Cavaliers,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,2.75,2.75,1.375,1.375,1.375,1.375
2025-03-28,Brooklyn Nets,Los Angeles Clippers,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,5.5,5.5,2.75,2.75,2.75,2.75
2025-03-28,Toronto Raptors,Charlotte Hornets,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2025-03-29,Philadelphia 76ers,Miami Heat,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,4.75,4.75,2.375,2.375,2.375,2.375
2025-03-29,Washington Wizards,Brooklyn Nets,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-03-29,Orlando Magic,Sacramento Kings,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,0.5,0.5,0.25,0.25,0.25,0.25
2025-03-30,San Antonio Spurs,Golden State Warriors,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,6.0,6.0,3.0,3.0,3.0,3.0
2025-03-30,Philadelphia 76ers,Toronto Raptors,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,1.0,1.0,0.5,0.5,0.5,0.5
2025-03-30,New Orleans Pelicans,Charlotte Hornets,103.13239712299122,101.22544030415287,51.612197966415664,51.520199156575565,51.88215036199172,49.34328994216114,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2025-03-30,Milwaukee Bucks,Atlanta Hawks,116.4317086741312,114.27884258181734,58.267785538727175,58.16392313540404,58.57254931378141,55.706293268035935,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2025-03-30,New York Knicks,Portland Trail Blazers,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-03-30,Cleveland Cavaliers,Los Angeles Clippers,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-3.5,-3.5,-1.75,-1.75,-1.75,-1.75
2025-03-30,Minnesota Timberwolves,Detroit Pistons,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-31,Charlotte Hornets,Utah Jazz,111.41310054162555,109.3530304015666,55.75624305860963,55.65685748301593,56.04787046404945,53.305159937517146,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-03-31,Indiana Pacers,Sacramento Kings,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2025-03-31,Orlando Magic,Los Angeles Clippers,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,2.25,2.25,1.125,1.125,1.125,1.125
2025-03-31,Washington Wizards,Miami Heat,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,4.0,4.0,2.0,2.0,2.0,2.0
2025-03-31,Memphis Grizzlies,Boston Celtics,117.18449989400705,115.01771440885496,58.644516910744805,58.539982983262256,58.9512511412412,56.066463267613756,2.0,2.0,1.0,1.0,1.0,1.0
2025-04-01,New York Knicks,Philadelphia 76ers,109.90751810187385,107.87528674749137,55.00278031457436,54.9047377872995,55.29046680912986,52.58481993836151,-8.25,-8.25,-4.125,-4.125,-4.125,-4.125
2025-04-01,Atlanta Hawks,Portland Trail Blazers,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2025-04-01,Milwaukee Bucks,Phoenix Suns,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,-3.5,-3.5,-1.75,-1.75,-1.75,-1.75
2025-04-02,Washington Wizards,Sacramento Kings,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,6.0,6.0,3.0,3.0,3.0,3.0
2025-04-02,Indiana Pacers,Charlotte Hornets,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-7.25,-7.25,-3.625,-3.625,-3.625,-3.625
2025-04-02,Cleveland Cavaliers,New York Knicks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,0.75,0.75,0.375,0.375,0.375,0.375
2025-04-02,Boston Celtics,Miami Heat,106.39449240911989,104.42721822131585,53.24470057849207,53.149791830627834,53.52319161431749,50.90402660699836,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2025-04-03,Washington Wizards,Orlando Magic,106.1435620024946,104.18092761230331,53.1191234544862,53.024438548008426,53.3969576718309,50.78396994047242,6.75,6.75,3.375,3.375,3.375,3.375
2025-04-03,Philadelphia 76ers,Milwaukee Bucks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,4.75,4.75,2.375,2.375,2.375,2.375
2025-04-03,Brooklyn Nets,Minnesota Timberwolves,108.40193566212216,106.39754309341615,54.24931757053909,54.15261809158307,54.533063154210275,51.86447993920587,7.25,7.25,3.625,3.625,3.625,3.625
2025-04-03,Miami Heat,Memphis Grizzlies,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,1.75,1.75,0.875,0.875,0.875,0.875
2025-04-03,Toronto Raptors,Portland Trail Blazers,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,1.25,1.25,0.625,0.625,0.625,0.625
2025-04-04,Charlotte Hornets,Sacramento Kings,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,5.25,5.25,2.625,2.625,2.625,2.625
2025-04-04,Toronto Raptors,Detroit Pistons,113.4205437946278,111.32335527366689,56.760860050656646,56.65968374397118,57.05774200394223,54.26561326972466,5.0,5.0,2.5,2.5,2.5,2.5
2025-04-04,Boston Celtics,Phoenix Suns,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,-7.5,-7.5,-3.75,-3.75,-3.75,-3.75
2025-04-04,Indiana Pacers,Utah Jazz,118.69008233375875,116.49545806293018,59.39797965478007,59.29210267897869,59.708654796160786,56.7868032667694,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2025-04-05,Detroit Pistons,Memphis Grizzlies,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,1.25,1.25,0.625,0.625,0.625,0.625
2025-04-05,Philadelphia 76ers,Minnesota Timberwolves,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,6.75,6.75,3.375,3.375,3.375,3.375
2025-04-05,Los Angeles Clippers,Dallas Mavericks,113.4205437946278,111.32335527366689,56.760860050656646,56.65968374397118,57.05774200394223,54.26561326972466,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2025-04-06,New York Knicks,Phoenix Suns,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2025-04-06,Portland Trail Blazers,San Antonio Spurs,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-04-06,Charlotte Hornets,Chicago Bulls,114.42426542112894,112.30851770971705,57.263168546680156,57.1610968744488,57.56267777388862,54.74583993582842,4.75,4.75,2.375,2.375,2.375,2.375
2025-04-06,Boston Celtics,Washington Wizards,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,-10.25,-10.25,-5.125,-5.125,-5.125,-5.125
2025-04-06,Atlanta Hawks,Utah Jazz,122.20310802651271,119.9435265891057,61.15605939086236,61.04704863565036,61.47592999097316,58.467596598132545,-6.0,-6.0,-3.0,-3.0,-3.0,-3.0
2025-04-06,Oklahoma City Thunder,Los Angeles Lakers,116.93356948738177,114.77142379984242,58.51893978673893,58.41462970064285,58.8250171987546,55.946406601087816,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-04-06,Brooklyn Nets,Toronto Raptors,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,1.0,1.0,0.5,0.5,0.5,0.5
2025-04-06,Cleveland Cavaliers,Sacramento Kings,118.69008233375875,116.49545806293018,59.39797965478007,59.29210267897869,59.708654796160786,56.7868032667694,-5.0,-5.0,-2.5,-2.5,-2.5,-2.5
2025-04-07,Detroit Pistons,Sacramento Kings,124.21055127951497,121.91385146120601,62.16067638290938,62.0498748966056,62.48580153086594,59.428049930340066,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-04-07,Miami Heat,Philadelphia 76ers,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-04-08,New York Knicks,Boston Celtics,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,1.0,1.0,0.5,0.5,0.5,0.5
2025-04-08,Orlando Magic,Atlanta Hawks,112.91868298137724,110.83077405564183,56.50970580264489,56.408977178732364,56.80527411896904,54.02549993667279,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2025-04-08,Indiana Pacers,Washington Wizards,119.69380396025988,117.48062049898033,59.90028815080358,59.79351580945631,60.21359056610718,57.26702993287315,-9.25,-9.25,-4.625,-4.625,-4.625,-4.625
2025-04-08,Cleveland Cavaliers,Chicago Bulls,119.69380396025988,117.48062049898033,59.90028815080358,59.79351580945631,60.21359056610718,57.26702993287315,-8.75,-8.75,-4.375,-4.375,-4.375,-4.375
2025-04-08,Charlotte Hornets,Memphis Grizzlies,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,6.75,6.75,3.375,3.375,3.375,3.375
2025-04-08,Brooklyn Nets,New Orleans Pelicans,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2025-04-09,Dallas Mavericks,Los Angeles Lakers,114.42426542112894,112.30851770971705,57.263168546680156,57.1610968744488,57.56267777388862,54.74583993582842,2.25,2.25,1.125,1.125,1.125,1.125
2025-04-09,Toronto Raptors,Charlotte Hornets,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2025-04-09,Washington Wizards,Philadelphia 76ers,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2025-04-09,Orlando Magic,Boston Celtics,99.61937143023725,97.77737177797734,49.854118230333384,49.76525319990389,50.11487516717935,47.66249661079799,-9.75,-9.75,-4.875,-4.875,-4.875,-4.875
2025-04-10,Brooklyn Nets,Atlanta Hawks,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,6.75,6.75,3.375,3.375,3.375,3.375
2025-04-10,Detroit Pistons,New York Knicks,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,1.25,1.25,0.625,0.625,0.625,0.625
2025-04-10,Indiana Pacers,Cleveland Cavaliers,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-04-11,New York Knicks,Cleveland Cavaliers,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-04-11,Boston Celtics,Charlotte Hornets,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-9.25,-9.25,-4.625,-4.625,-4.625,-4.625
2025-04-11,Philadelphia 76ers,Atlanta Hawks,119.69380396025988,117.48062049898033,59.90028815080358,59.79351580945631,60.21359056610718,57.26702993287315,2.75,2.75,1.375,1.375,1.375,1.375
2025-04-11,Indiana Pacers,Orlando Magic,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,2.75,2.75,1.375,1.375,1.375,1.375
2025-04-11,Detroit Pistons,Milwaukee Bucks,123.7086904662644,121.42127024318093,61.90952213489762,61.79916833136679,62.23333364589274,59.187936597288186,1.25,1.25,0.625,0.625,0.625,0.625
2025-04-13,Golden State Warriors,Los Angeles Clippers,108.90379647537272,106.89012431144123,54.50047181855085,54.40332465682188,54.785531039183475,52.10459327225775,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2025-04-13,Minnesota Timberwolves,Utah Jazz,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-11.0,-11.0,-5.5,-5.5,-5.5,-5.5
2025-04-13,Sacramento Kings,Phoenix Suns,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
